"measure","Area","Sex","age","Year","val","upper","lower"
"Life expectancy","England","Female","<1 year",2016,82.91360443,82.95481244,82.87476767
"Life expectancy","England","Both","<1 year",2016,81.19110794,81.22063517,81.16089548
"Life expectancy","South East England","Male","<1 year",2002,77.44637922,77.52002346,77.37347222
"Life expectancy","South East England","Female","<1 year",2002,81.70273617,81.7772154,81.6292831
"Life expectancy","South East England","Both","<1 year",2002,79.65386901,79.71001746,79.59835169
"Life expectancy","England","Male","<1 year",2002,76.27228496,76.30060307,76.24385178
"Life expectancy","England","Female","<1 year",2002,80.7934414,80.82230907,80.76386903
"Life expectancy","England","Both","<1 year",2002,78.59035478,78.61256544,78.56723168
"Life expectancy","Hampshire","Male","<1 year",1992,75.41474226,75.59518094,75.22023842
"Life expectancy","Hampshire","Female","<1 year",1992,80.55790362,80.77261243,80.34270748
"Life expectancy","Hampshire","Both","<1 year",1992,78.0587052,78.20002106,77.91033047
"Life expectancy","West Sussex","Male","<1 year",1992,75.32992395,75.55012484,75.10763649
"Life expectancy","West Sussex","Female","<1 year",1992,80.72607325,80.96197376,80.46397642
"Life expectancy","West Sussex","Both","<1 year",1992,78.17345009,78.34805855,77.99737421
"Life expectancy","Oxfordshire","Male","<1 year",1992,75.84280002,76.04910725,75.61884128
"Life expectancy","Oxfordshire","Female","<1 year",1992,80.29298716,80.54041279,80.04097923
"Life expectancy","Oxfordshire","Both","<1 year",1992,78.14297314,78.31845493,77.97215239
"Life expectancy","Kent","Male","<1 year",1992,74.54047199,74.74145088,74.34878262
"Life expectancy","Kent","Female","<1 year",1992,79.69466291,79.90244514,79.50185856
"Life expectancy","Kent","Both","<1 year",1992,77.20760031,77.35533128,77.06679873
"Life expectancy","East Sussex","Male","<1 year",1992,75.38924013,75.64612595,75.13560218
"Life expectancy","East Sussex","Female","<1 year",1992,80.65550847,80.91238322,80.38440864
"Life expectancy","East Sussex","Both","<1 year",1992,78.19119362,78.39551314,77.99776526
"Life expectancy","Devon","Male","<1 year",1992,75.56070908,75.7882044,75.3449129
"Life expectancy","Devon","Female","<1 year",1992,80.75221925,81.00057298,80.51844532
"Life expectancy","Devon","Both","<1 year",1992,78.24601072,78.41454614,78.07017876
"Life expectancy","Gloucestershire","Male","<1 year",1992,75.03683741,75.27808517,74.81818698
"Life expectancy","Gloucestershire","Female","<1 year",1992,80.11369339,80.36619101,79.8565873
"Life expectancy","Gloucestershire","Both","<1 year",1992,77.66620645,77.852205,77.49357475
"Life expectancy","Somerset","Male","<1 year",1992,75.25971309,75.51131704,75.00644622
"Life expectancy","Somerset","Female","<1 year",1992,80.22582656,80.49688525,79.96179753
"Life expectancy","Somerset","Both","<1 year",1992,77.812428,78.0000825,77.62873677
"Life expectancy","South East England","Male","<1 year",1993,75.16139169,75.22908819,75.09305251
"Life expectancy","South East England","Female","<1 year",1993,80.05887386,80.13350881,79.98675809
"Life expectancy","South East England","Both","<1 year",1993,77.70244835,77.75383646,77.65065606
"Life expectancy","South East England","Male","<1 year",1994,75.63317602,75.70889763,75.55616924
"Life expectancy","South East England","Female","<1 year",1994,80.3587481,80.43399139,80.28259625
"Life expectancy","South East England","Both","<1 year",1994,78.09520889,78.15141457,78.03931457
"Life expectancy","England","Male","<1 year",1993,73.8699121,73.89737234,73.84096519
"Life expectancy","England","Female","<1 year",1993,79.14705524,79.17813336,79.11704607
"Life expectancy","England","Both","<1 year",1993,76.56829572,76.59121584,76.54491641
"Life expectancy","Suffolk","Male","<1 year",2003,77.97791808,78.18916547,77.75733639
"Life expectancy","Suffolk","Female","<1 year",2003,81.74302418,81.9809456,81.51336519
"Life expectancy","Suffolk","Both","<1 year",2003,79.90582363,80.07192173,79.74145819
"Life expectancy","Essex","Male","<1 year",2003,77.70871208,77.90217051,77.50924043
"Life expectancy","Essex","Female","<1 year",2003,81.50766651,81.73082874,81.31166075
"Life expectancy","Essex","Both","<1 year",2003,79.68268217,79.82751319,79.53580947
"Life expectancy","Cambridgeshire","Male","<1 year",2003,77.76789234,78.01290689,77.53207356
"Life expectancy","Cambridgeshire","Female","<1 year",2003,82.04315509,82.28428909,81.80605072
"Life expectancy","Cambridgeshire","Both","<1 year",2003,79.93722011,80.11430565,79.7663364
"Life expectancy","Hampshire","Male","<1 year",2003,78.37323883,78.55776326,78.17166035
"Life expectancy","Hampshire","Female","<1 year",2003,82.28916906,82.49377207,82.09404478
"Life expectancy","Hampshire","Both","<1 year",2003,80.40816776,80.54735239,80.24846353
"Life expectancy","West Sussex","Male","<1 year",2003,78.12260234,78.32984341,77.91610202
"Life expectancy","West Sussex","Female","<1 year",2003,81.7882227,82.01887655,81.54343238
"Life expectancy","West Sussex","Both","<1 year",2003,80.06814547,80.23305931,79.90113359
"Life expectancy","Oxfordshire","Male","<1 year",2003,78.03539231,78.2640569,77.81003406
"Life expectancy","Oxfordshire","Female","<1 year",2003,82.28992269,82.52175266,82.04812892
"Life expectancy","Oxfordshire","Both","<1 year",2003,80.22491077,80.38565687,80.06015768
"Life expectancy","Kent","Male","<1 year",2003,77.02723218,77.24542198,76.82917088
"Life expectancy","Kent","Female","<1 year",2003,81.28481176,81.48057574,81.0986986
"Life expectancy","Kent","Both","<1 year",2003,79.23095082,79.37730198,79.08769623
"Life expectancy","East Sussex","Male","<1 year",2003,77.53245429,77.79413813,77.28101274
"Life expectancy","East Sussex","Female","<1 year",2003,81.97234098,82.22301884,81.70722189
"Life expectancy","East Sussex","Both","<1 year",2003,79.86396514,80.04783786,79.67614373
"Life expectancy","Devon","Male","<1 year",2003,78.27646406,78.50197401,78.05282857
"Life expectancy","Devon","Female","<1 year",2003,82.4348996,82.67086123,82.19427367
"Life expectancy","Devon","Both","<1 year",2003,80.43348105,80.59921948,80.27332129
"Life expectancy","Gloucestershire","Male","<1 year",2003,77.70367122,77.94454435,77.45988009
"Life expectancy","Gloucestershire","Female","<1 year",2003,81.71933751,81.96674302,81.4637971
"Life expectancy","Gloucestershire","Both","<1 year",2003,79.78086509,79.97365055,79.59721335
"Life expectancy","Somerset","Male","<1 year",2003,78.07810413,78.31707724,77.82649388
"Life expectancy","Somerset","Female","<1 year",2003,81.68383825,81.95016518,81.41802971
"Life expectancy","Somerset","Both","<1 year",2003,79.95222409,80.1369159,79.77236714
"Life expectancy","Suffolk","Male","<1 year",2009,79.8503396,80.08360136,79.62294461
"Life expectancy","Suffolk","Female","<1 year",2009,83.61131308,83.83782651,83.36125244
"Life expectancy","Suffolk","Both","<1 year",2009,81.76164416,81.93198244,81.58053235
"Life expectancy","Essex","Male","<1 year",2009,79.30092193,79.4953787,79.09997636
"Life expectancy","Essex","Female","<1 year",2009,83.08369943,83.2919618,82.87939662
"Life expectancy","Essex","Both","<1 year",2009,81.25212571,81.39781354,81.10777966
"Life expectancy","Cambridgeshire","Male","<1 year",2009,79.81809494,80.04511362,79.5672893
"Life expectancy","Cambridgeshire","Female","<1 year",2009,83.92752277,84.18945525,83.67997952
"Life expectancy","Cambridgeshire","Both","<1 year",2009,81.907084,82.07917719,81.71546104
"Life expectancy","Hampshire","Male","<1 year",2009,80.16353237,80.35559554,79.96570156
"Life expectancy","Hampshire","Female","<1 year",2009,83.902873,84.09170103,83.7039735
"Life expectancy","Hampshire","Both","<1 year",2009,82.09350903,82.24610044,81.95536276
"Life expectancy","West Sussex","Male","<1 year",2009,79.69266704,79.91343788,79.47029884
"Life expectancy","West Sussex","Female","<1 year",2009,83.41137494,83.64053861,83.18022176
"Life expectancy","West Sussex","Both","<1 year",2009,81.63915591,81.80576589,81.47772449
"Life expectancy","Oxfordshire","Male","<1 year",2009,79.80725454,80.0288231,79.59179131
"Life expectancy","Oxfordshire","Female","<1 year",2009,83.59512555,83.83437072,83.35739701
"Life expectancy","Oxfordshire","Both","<1 year",2009,81.75289961,81.92341425,81.57057462
"Life expectancy","Kent","Male","<1 year",2009,78.89311344,79.11034128,78.70158116
"Life expectancy","Kent","Female","<1 year",2009,83.20606149,83.39172935,83.00526756
"Life expectancy","Kent","Both","<1 year",2009,81.10403586,81.24747617,80.95995129
"Life expectancy","East Sussex","Male","<1 year",2009,79.26960007,79.5416667,79.01745077
"Life expectancy","East Sussex","Female","<1 year",2009,83.1833988,83.42948725,82.91642475
"Life expectancy","East Sussex","Both","<1 year",2009,81.30841275,81.49882835,81.12038193
"Life expectancy","Devon","Male","<1 year",2009,79.44570946,79.67279244,79.21082102
"Life expectancy","Devon","Female","<1 year",2009,83.77009251,83.99500401,83.54460629
"Life expectancy","Devon","Both","<1 year",2009,81.65699033,81.82465849,81.4849797
"Life expectancy","Gloucestershire","Male","<1 year",2009,79.55127018,79.79811401,79.31342232
"Life expectancy","Gloucestershire","Female","<1 year",2009,83.05086962,83.31427972,82.78186715
"Life expectancy","Gloucestershire","Both","<1 year",2009,81.36076371,81.53865863,81.16743237
"Life expectancy","Somerset","Male","<1 year",2009,79.50803993,79.76056493,79.24886292
"Life expectancy","Somerset","Female","<1 year",2009,83.60162005,83.86027681,83.33533473
"Life expectancy","Somerset","Both","<1 year",2009,81.61086147,81.79954872,81.41838509
"Life expectancy","North Yorkshire","Male","<1 year",2010,79.80081116,80.05840044,79.55284423
"Life expectancy","North Yorkshire","Female","<1 year",2010,83.25834877,83.52255816,82.99106351
"Life expectancy","North Yorkshire","Both","<1 year",2010,81.596966,81.78230961,81.40372073
"Life expectancy","Northamptonshire","Male","<1 year",2010,78.41850925,78.62769664,78.19425867
"Life expectancy","Northamptonshire","Female","<1 year",2010,82.40000586,82.64644062,82.12821513
"Life expectancy","Northamptonshire","Both","<1 year",2010,80.4309161,80.60474309,80.2634056
"Life expectancy","Warwickshire","Male","<1 year",2010,79.3188055,79.56825162,79.07996555
"Life expectancy","Warwickshire","Female","<1 year",2010,83.17024347,83.43573119,82.90956772
"Life expectancy","Warwickshire","Both","<1 year",2010,81.29691494,81.47772173,81.12133204
"Life expectancy","Worcestershire","Male","<1 year",2010,79.19086761,79.43889731,78.95173536
"Life expectancy","Worcestershire","Female","<1 year",2010,82.93415102,83.19625975,82.66872474
"Life expectancy","Worcestershire","Both","<1 year",2010,81.10463285,81.27509721,80.92884577
"Life expectancy","Staffordshire","Male","<1 year",2010,79.15043124,79.36845324,78.93597895
"Life expectancy","Staffordshire","Female","<1 year",2010,82.63809622,82.87112534,82.4117683
"Life expectancy","Staffordshire","Both","<1 year",2010,80.94325936,81.09721627,80.78261793
"Life expectancy","Suffolk","Male","<1 year",2010,80.00072572,80.23357472,79.75990208
"Life expectancy","Suffolk","Female","<1 year",2010,83.6622493,83.88964087,83.41519874
"Life expectancy","Suffolk","Both","<1 year",2010,81.85842557,82.0195336,81.68242974
"Life expectancy","Essex","Male","<1 year",2010,79.56663453,79.75440486,79.37910407
"Life expectancy","Essex","Female","<1 year",2010,83.27528486,83.47997876,83.06029084
"Life expectancy","Essex","Both","<1 year",2010,81.4787589,81.62516186,81.32238561
"Life expectancy","Cambridgeshire","Male","<1 year",2010,80.07980911,80.30716379,79.84060018
"Life expectancy","Cambridgeshire","Female","<1 year",2010,84.06499056,84.3361948,83.81436988
"Life expectancy","Cambridgeshire","Both","<1 year",2010,82.10665426,82.28703718,81.91871788
"Life expectancy","Hampshire","Male","<1 year",2010,80.39279512,80.59010325,80.19305648
"Life expectancy","Hampshire","Female","<1 year",2010,83.88028007,84.10067058,83.66854699
"Life expectancy","Hampshire","Both","<1 year",2010,82.19483015,82.33166998,82.04394799
"Life expectancy","West Sussex","Male","<1 year",2010,79.9591506,80.16644743,79.74408374
"Life expectancy","West Sussex","Female","<1 year",2010,83.42566148,83.65695783,83.1955203
"Life expectancy","West Sussex","Both","<1 year",2010,81.77758594,81.93449228,81.61140721
"Life expectancy","Oxfordshire","Male","<1 year",2010,80.11147655,80.31766817,79.90344812
"Life expectancy","Oxfordshire","Female","<1 year",2010,83.75979501,84.00964178,83.52105472
"Life expectancy","Oxfordshire","Both","<1 year",2010,81.98646808,82.14457004,81.81557115
"Life expectancy","Kent","Male","<1 year",2010,79.38052799,79.57750107,79.17600486
"Life expectancy","Kent","Female","<1 year",2010,83.3265159,83.51814822,83.129425
"Life expectancy","Kent","Both","<1 year",2010,81.4102271,81.5560836,81.26468931
"Life expectancy","East Sussex","Male","<1 year",2010,79.41775809,79.69284682,79.15839686
"Life expectancy","East Sussex","Female","<1 year",2010,83.20994343,83.46707056,82.94672344
"Life expectancy","East Sussex","Both","<1 year",2010,81.38891563,81.58686183,81.19048075
"Life expectancy","Devon","Male","<1 year",2010,79.83472326,80.05543351,79.61993206
"Life expectancy","Devon","Female","<1 year",2010,83.87765366,84.10654744,83.65473108
"Life expectancy","Devon","Both","<1 year",2010,81.90571964,82.06118466,81.74015261
"Life expectancy","Gloucestershire","Male","<1 year",2010,80.00810843,80.24891008,79.76047725
"Life expectancy","Gloucestershire","Female","<1 year",2010,83.13030628,83.37866541,82.86346725
"Life expectancy","Gloucestershire","Both","<1 year",2010,81.62550659,81.80672049,81.44442107
"Life expectancy","Somerset","Male","<1 year",2010,79.77698832,80.03091116,79.51121415
"Life expectancy","Somerset","Female","<1 year",2010,83.8123034,84.08637565,83.55521738
"Life expectancy","Somerset","Both","<1 year",2010,81.84798982,82.03820159,81.65787326
"Life expectancy","South East England","Male","<1 year",2000,76.98923011,77.09135682,76.8807065
"Life expectancy","South East England","Female","<1 year",2000,81.35543515,81.46518646,81.24562539
"Life expectancy","South East England","Both","<1 year",2000,79.25770071,79.3440813,79.17572012
"Life expectancy","North Yorkshire","Male","<1 year",1995,75.58571312,75.80179313,75.36816111
"Life expectancy","North Yorkshire","Female","<1 year",1995,79.94828429,80.18649268,79.68468493
"Life expectancy","North Yorkshire","Both","<1 year",1995,77.84903679,78.00397942,77.66640502
"Life expectancy","Northamptonshire","Male","<1 year",1995,74.8219266,75.05209565,74.59209812
"Life expectancy","Northamptonshire","Female","<1 year",1995,79.55473521,79.79811246,79.29942912
"Life expectancy","Northamptonshire","Both","<1 year",1995,77.2257369,77.40033576,77.04841454
"Life expectancy","Warwickshire","Male","<1 year",1995,74.7725652,75.00597412,74.55616669
"Life expectancy","Warwickshire","Female","<1 year",1995,79.65167187,79.8921581,79.38368726
"Life expectancy","Warwickshire","Both","<1 year",1995,77.24464187,77.42395554,77.06086657
"Life expectancy","Worcestershire","Male","<1 year",1995,75.24596652,75.49047581,75.00128914
"Life expectancy","Worcestershire","Female","<1 year",1995,80.02012396,80.26896407,79.75743495
"Life expectancy","Worcestershire","Both","<1 year",1995,77.7023798,77.87777292,77.52590511
"Life expectancy","Staffordshire","Male","<1 year",1995,74.42576667,74.63180854,74.2190773
"Life expectancy","Staffordshire","Female","<1 year",1995,79.24470563,79.49787144,79.01067019
"Life expectancy","Staffordshire","Both","<1 year",1995,76.87559647,77.0349339,76.71781067
"Life expectancy","Suffolk","Male","<1 year",1995,75.90278736,76.13096005,75.67162727
"Life expectancy","Suffolk","Female","<1 year",1995,80.55720634,80.78835557,80.30876603
"Life expectancy","Suffolk","Both","<1 year",1995,78.27774683,78.45510559,78.11408375
"Life expectancy","Essex","Male","<1 year",1995,75.74968496,75.94017994,75.56439778
"Life expectancy","Essex","Female","<1 year",1995,80.5025156,80.7050396,80.30874175
"Life expectancy","Essex","Both","<1 year",1995,78.20304159,78.34178481,78.06419717
"Life expectancy","Cambridgeshire","Male","<1 year",1995,75.85850839,76.0829622,75.62993326
"Life expectancy","Cambridgeshire","Female","<1 year",1995,80.39634069,80.6628984,80.13697818
"Life expectancy","Cambridgeshire","Both","<1 year",1995,78.17671128,78.36130696,77.99557473
"Life expectancy","Hampshire","Male","<1 year",1995,75.85952396,76.05792877,75.67289676
"Life expectancy","Hampshire","Female","<1 year",1995,80.56228248,80.7653922,80.37586873
"Life expectancy","Hampshire","Both","<1 year",1995,78.27937468,78.41880308,78.14117518
"Life expectancy","West Sussex","Male","<1 year",1995,75.94593478,76.16712511,75.72863388
"Life expectancy","West Sussex","Female","<1 year",1995,80.95511565,81.20526142,80.71501553
"Life expectancy","West Sussex","Both","<1 year",1995,78.58844196,78.76124272,78.41591156
"Life expectancy","Oxfordshire","Male","<1 year",1995,76.24026399,76.46235784,76.00119424
"Life expectancy","Oxfordshire","Female","<1 year",1995,80.85678032,81.08913731,80.61210133
"Life expectancy","Oxfordshire","Both","<1 year",1995,78.61375772,78.78371121,78.44137971
"Life expectancy","Kent","Male","<1 year",1995,75.20587539,75.40335953,74.99815581
"Life expectancy","Kent","Female","<1 year",1995,79.9838961,80.16942915,79.80050741
"Life expectancy","Kent","Both","<1 year",1995,77.68462391,77.83137856,77.52780451
"Life expectancy","East Sussex","Male","<1 year",1995,75.71782134,75.97767426,75.46955359
"Life expectancy","East Sussex","Female","<1 year",1995,80.55281529,80.7970247,80.29035116
"Life expectancy","East Sussex","Both","<1 year",1995,78.28277088,78.47319688,78.10154305
"Life expectancy","Devon","Male","<1 year",1995,76.13106674,76.33640021,75.90399094
"Life expectancy","Devon","Female","<1 year",1995,81.07006152,81.29393683,80.84103301
"Life expectancy","Devon","Both","<1 year",1995,78.68820282,78.84108371,78.51830257
"Life expectancy","Gloucestershire","Male","<1 year",1995,75.54985317,75.79384053,75.32746625
"Life expectancy","Gloucestershire","Female","<1 year",1995,80.48139675,80.7286493,80.22033227
"Life expectancy","Gloucestershire","Both","<1 year",1995,78.10132067,78.27608903,77.91938281
"Life expectancy","Somerset","Male","<1 year",1995,75.7122077,75.97742901,75.46975711
"Life expectancy","Somerset","Female","<1 year",1995,80.77216394,81.05787877,80.51148861
"Life expectancy","Somerset","Both","<1 year",1995,78.30781546,78.51237122,78.12495969
"Life expectancy","North Yorkshire","Male","<1 year",2011,80.10569295,80.35112148,79.85548538
"Life expectancy","North Yorkshire","Female","<1 year",2011,83.48132449,83.74206008,83.2241827
"Life expectancy","North Yorkshire","Both","<1 year",2011,81.85875372,82.05012004,81.67390631
"Life expectancy","Northamptonshire","Male","<1 year",2011,78.89736,79.1193468,78.67626934
"Life expectancy","Northamptonshire","Female","<1 year",2011,82.71774275,82.98060878,82.45670577
"Life expectancy","Northamptonshire","Both","<1 year",2011,80.8306516,81.00745469,80.66803728
"Life expectancy","Warwickshire","Male","<1 year",2011,79.59142457,79.83832358,79.34578422
"Life expectancy","Warwickshire","Female","<1 year",2011,83.43542681,83.70159097,83.17040777
"Life expectancy","Warwickshire","Both","<1 year",2011,81.56106114,81.74826488,81.37748517
"Life expectancy","Worcestershire","Male","<1 year",2011,79.63266023,79.8772722,79.38828939
"Life expectancy","Worcestershire","Female","<1 year",2011,83.22944018,83.49349153,82.9630671
"Life expectancy","Worcestershire","Both","<1 year",2011,81.47623727,81.65180275,81.30225083
"Life expectancy","Staffordshire","Male","<1 year",2011,79.56368338,79.78957277,79.34299517
"Life expectancy","Staffordshire","Female","<1 year",2011,83.02183838,83.25085558,82.78755343
"Life expectancy","Staffordshire","Both","<1 year",2011,81.34369074,81.50074266,81.18138167
"Life expectancy","Suffolk","Male","<1 year",2011,80.34564909,80.57825878,80.12457207
"Life expectancy","Suffolk","Female","<1 year",2011,83.83297088,84.0635525,83.59178213
"Life expectancy","Suffolk","Both","<1 year",2011,82.12027886,82.2886547,81.94921417
"Life expectancy","Essex","Male","<1 year",2011,79.90201718,80.0801155,79.71315621
"Life expectancy","Essex","Female","<1 year",2011,83.44560476,83.65098889,83.21292837
"Life expectancy","Essex","Both","<1 year",2011,81.73383162,81.86876628,81.57682126
"Life expectancy","Cambridgeshire","Male","<1 year",2011,80.58069613,80.80229826,80.33676775
"Life expectancy","Cambridgeshire","Female","<1 year",2011,84.33249766,84.59475965,84.071077
"Life expectancy","Cambridgeshire","Both","<1 year",2011,82.49903471,82.67231914,82.30909179
"Life expectancy","Hampshire","Male","<1 year",2011,80.80312141,80.98964294,80.60884508
"Life expectancy","Hampshire","Female","<1 year",2011,84.0750923,84.26834666,83.8657637
"Life expectancy","Hampshire","Both","<1 year",2011,82.49884235,82.63054383,82.35241245
"Life expectancy","West Sussex","Male","<1 year",2011,80.25583749,80.46658435,80.0512233
"Life expectancy","West Sussex","Female","<1 year",2011,83.75817493,83.98271667,83.5340315
"Life expectancy","West Sussex","Both","<1 year",2011,82.09066575,82.24921624,81.92715527
"Life expectancy","Oxfordshire","Male","<1 year",2011,80.52303946,80.73850342,80.31083984
"Life expectancy","Oxfordshire","Female","<1 year",2011,83.90159368,84.16695232,83.64877719
"Life expectancy","Oxfordshire","Both","<1 year",2011,82.262349,82.42708135,82.0937338
"Life expectancy","Kent","Male","<1 year",2011,79.78581256,79.99279582,79.58379695
"Life expectancy","Kent","Female","<1 year",2011,83.31899066,83.51158485,83.13225546
"Life expectancy","Kent","Both","<1 year",2011,81.60919421,81.74696008,81.46466148
"Life expectancy","East Sussex","Male","<1 year",2011,79.70609816,79.95929441,79.43981966
"Life expectancy","East Sussex","Female","<1 year",2011,83.55184973,83.81316693,83.30258408
"Life expectancy","East Sussex","Both","<1 year",2011,81.70118763,81.89200111,81.49903897
"Life expectancy","North Yorkshire","Male","<1 year",1996,75.88767756,76.10396226,75.66612887
"Life expectancy","North Yorkshire","Female","<1 year",1996,80.23111373,80.4808299,79.96377855
"Life expectancy","North Yorkshire","Both","<1 year",1996,78.14261806,78.31638731,77.96889588
"Life expectancy","Northamptonshire","Male","<1 year",1996,74.96505197,75.18359188,74.72348088
"Life expectancy","Northamptonshire","Female","<1 year",1996,79.86411306,80.11244898,79.58491148
"Life expectancy","Northamptonshire","Both","<1 year",1996,77.44497595,77.62336704,77.26257333
"Life expectancy","Warwickshire","Male","<1 year",1996,75.17396584,75.41485351,74.94732515
"Life expectancy","Warwickshire","Female","<1 year",1996,79.88469199,80.14435102,79.6092069
"Life expectancy","Warwickshire","Both","<1 year",1996,77.57446669,77.76212311,77.38734643
"Life expectancy","Worcestershire","Male","<1 year",1996,75.60020112,75.83800208,75.36019083
"Life expectancy","Worcestershire","Female","<1 year",1996,80.17269848,80.41973139,79.91445994
"Life expectancy","Worcestershire","Both","<1 year",1996,77.96232037,78.13178279,77.77487494
"Life expectancy","Staffordshire","Male","<1 year",1996,74.83743755,75.04085099,74.63016948
"Life expectancy","Staffordshire","Female","<1 year",1996,79.54995575,79.81260846,79.33104537
"Life expectancy","Staffordshire","Both","<1 year",1996,77.24018976,77.39114669,77.06693123
"Life expectancy","North Yorkshire","Male","<1 year",1994,75.28123727,75.50513444,75.05628929
"Life expectancy","North Yorkshire","Female","<1 year",1994,79.83423249,80.06804547,79.56468666
"Life expectancy","North Yorkshire","Both","<1 year",1994,77.63980568,77.81214847,77.46423291
"Life expectancy","Northamptonshire","Male","<1 year",1994,74.77387835,75.00227246,74.54707358
"Life expectancy","Northamptonshire","Female","<1 year",1994,79.37021849,79.61583988,79.08912593
"Life expectancy","Northamptonshire","Both","<1 year",1994,77.12111712,77.30044903,76.92529108
"Life expectancy","Warwickshire","Male","<1 year",1994,74.63729424,74.87288562,74.39760631
"Life expectancy","Warwickshire","Female","<1 year",1994,79.64094988,79.89171177,79.37599422
"Life expectancy","Warwickshire","Both","<1 year",1994,77.1703808,77.35426781,76.99020683
"Life expectancy","Worcestershire","Male","<1 year",1994,74.97066271,75.19582351,74.73640901
"Life expectancy","Worcestershire","Female","<1 year",1994,80.04480707,80.28358426,79.79920156
"Life expectancy","Worcestershire","Both","<1 year",1994,77.56875071,77.74682177,77.39437547
"Life expectancy","Staffordshire","Male","<1 year",1994,74.16110584,74.36003489,73.96987616
"Life expectancy","Staffordshire","Female","<1 year",1994,79.21111308,79.44535244,78.99141382
"Life expectancy","Staffordshire","Both","<1 year",1994,76.7196667,76.888845,76.56310616
"Life expectancy","Suffolk","Male","<1 year",1994,75.88413772,76.10234713,75.65713212
"Life expectancy","Suffolk","Female","<1 year",1994,80.60417983,80.83506287,80.35844204
"Life expectancy","Suffolk","Both","<1 year",1994,78.29802554,78.46140935,78.13400496
"Life expectancy","Essex","Male","<1 year",1994,75.69618864,75.88391007,75.50230315
"Life expectancy","Essex","Female","<1 year",1994,80.48218825,80.68644423,80.27928851
"Life expectancy","Essex","Both","<1 year",1994,78.17000411,78.31334848,78.03272855
"Life expectancy","Cambridgeshire","Male","<1 year",1994,75.85374109,76.08556925,75.62592635
"Life expectancy","Cambridgeshire","Female","<1 year",1994,80.56584863,80.83580517,80.31553858
"Life expectancy","Cambridgeshire","Both","<1 year",1994,78.26116018,78.44447229,78.08318985
"Life expectancy","Hampshire","Male","<1 year",1994,75.93957007,76.12817636,75.75011824
"Life expectancy","Hampshire","Female","<1 year",1994,80.54256319,80.74920031,80.34718963
"Life expectancy","Hampshire","Both","<1 year",1994,78.32103853,78.47201134,78.18784063
"Life expectancy","West Sussex","Male","<1 year",1994,75.91076011,76.11642149,75.6935593
"Life expectancy","West Sussex","Female","<1 year",1994,80.89996311,81.15247481,80.65060063
"Life expectancy","West Sussex","Both","<1 year",1994,78.55286594,78.7311715,78.38510257
"Life expectancy","Oxfordshire","Male","<1 year",1994,76.39022092,76.62302685,76.14881112
"Life expectancy","Oxfordshire","Female","<1 year",1994,80.67712431,80.92016089,80.43559056
"Life expectancy","Oxfordshire","Both","<1 year",1994,78.61512279,78.78563808,78.43771935
"Life expectancy","Kent","Male","<1 year",1994,75.3064912,75.51735712,75.10683728
"Life expectancy","Kent","Female","<1 year",1994,79.98806126,80.1857127,79.80496362
"Life expectancy","Kent","Both","<1 year",1994,77.74930357,77.90595266,77.60843909
"Life expectancy","East Sussex","Male","<1 year",1994,75.86686545,76.13221064,75.61795289
"Life expectancy","East Sussex","Female","<1 year",1994,80.93346721,81.18843298,80.67137055
"Life expectancy","East Sussex","Both","<1 year",1994,78.56330516,78.75730382,78.37818136
"Life expectancy","Devon","Male","<1 year",1994,76.09215415,76.30635989,75.86709169
"Life expectancy","Devon","Female","<1 year",1994,81.18061616,81.41097731,80.94263057
"Life expectancy","Devon","Both","<1 year",1994,78.72692646,78.89973507,78.55414056
"Life expectancy","Gloucestershire","Male","<1 year",1994,75.59798035,75.83791798,75.37101821
"Life expectancy","Gloucestershire","Female","<1 year",1994,80.57401066,80.83709911,80.30763717
"Life expectancy","Gloucestershire","Both","<1 year",1994,78.17797707,78.36421085,77.99860558
"Life expectancy","Somerset","Male","<1 year",1994,75.56998829,75.81798162,75.3077347
"Life expectancy","Somerset","Female","<1 year",1994,80.76663323,81.04801608,80.51935469
"Life expectancy","Somerset","Both","<1 year",1994,78.22962415,78.41620554,78.04103636
"Life expectancy","North Yorkshire","Male","<1 year",2014,80.51706251,80.76964437,80.28401695
"Life expectancy","North Yorkshire","Female","<1 year",2014,83.85210641,84.13086267,83.58200994
"Life expectancy","North Yorkshire","Both","<1 year",2014,82.22518482,82.41190998,82.0167707
"Life expectancy","Northamptonshire","Male","<1 year",2014,79.48605366,79.71221613,79.22279491
"Life expectancy","Northamptonshire","Female","<1 year",2014,82.73286567,82.98366225,82.46536942
"Life expectancy","Northamptonshire","Both","<1 year",2014,81.12552345,81.29743549,80.9432784
"Life expectancy","Warwickshire","Male","<1 year",2014,79.71568184,79.97954513,79.4596802
"Life expectancy","Warwickshire","Female","<1 year",2014,83.56354528,83.859702,83.29116161
"Life expectancy","Warwickshire","Both","<1 year",2014,81.66524875,81.86511078,81.47642407
"Life expectancy","Worcestershire","Male","<1 year",2014,79.79110972,80.04105274,79.54156792
"Life expectancy","Worcestershire","Female","<1 year",2014,83.30771764,83.59107008,83.02058025
"Life expectancy","Worcestershire","Both","<1 year",2014,81.57588209,81.75825747,81.39192702
"Life expectancy","Staffordshire","Male","<1 year",2014,79.60064719,79.83153059,79.37101124
"Life expectancy","Staffordshire","Female","<1 year",2014,82.98325809,83.233347,82.74168596
"Life expectancy","Staffordshire","Both","<1 year",2014,81.32199549,81.49284311,81.14765237
